Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g,ItemType
McDonald’s,Chicken McNuggets® (4 piece),190,12,2,25,360,12,1,0,9,LD
McDonald’s,Chicken McNuggets® (6 piece),280,18,3,40,540,18,1,0,13,LD
McDonald’s,Chicken McNuggets® (10 piece),470,30,5,65,900,30,2,0,22,LD
McDonald’s,Chicken Selects® Premium Breast Strips (3 pc),400,24,4,50,1010,23,0,0,23,LD
McDonald’s,Premium Southwest Salad with Grilled Chicken,320,9,3,70,960,30,6,11,30,LD
McDonald’s,Premium Southwest Salad with Crispy Chicken,430,20,4,55,920,38,6,12,26,LD
McDonald’s,Premium Southwest Salad (without chicken),140,5,2,10,150,20,6,6,6,LD
McDonald’s,Premium Bacon Ranch Salad with Grilled Chicken,260,9,4,90,1010,12,3,5,33,LD
McDonald’s,Premium Bacon Ranch Salad with Crispy Chicken,370,20,6,75,970,20,3,6,29,LD
McDonald’s,Premium Bacon Ranch Salad (without chicken),140,7,4,25,300,10,3,4,9,LD
McDonald’s,Premium Caesar Salad with Grilled Chicken,220,6,3,75,890,12,3,5,30,LD
McDonald’s,Premium Caesar Salad with Crispy Chicken,330,17,5,60,840,20,3,6,26,LD
McDonald’s,Premium Caesar Salad (without chicken),90,4,3,10,180,9,3,4,7,LD
McDonald’s,Side Salad,20,0,0,0,10,4,1,2,1,S
McDonald’s,Snack Size Fruit & Walnut Salad,210,8,2,5,60,31,2,25,4,S
McDonald’s,Egg McMuffin®,300,12,5,260,820,30,2,3,18,B
McDonald’s,Sausage McMuffin®,370,22,8,45,850,29,2,2,14,B
McDonald’s,Sausage McMuffin® with Egg,450,27,10,285,920,30,2,2,21,B
McDonald’s,English Muffin,160,3,1,0,280,27,2,2,5,B
McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,23,12,235,1160,37,2,3,15,B
McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,27,12,235,1270,43,3,4,15,B
McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),510,33,14,250,1170,36,2,2,18,B
McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),570,37,15,250,1280,42,3,3,18,B
McDonald’s,Sausage Biscuit (Regular Size Biscuit),430,27,12,30,1080,34,2,2,11,B
McDonald’s,Sausage Biscuit (Large Size Biscuit),480,31,13,30,1190,39,3,3,11,B
McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),410,20,8,30,1180,41,2,3,17,B
McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),470,24,9,30,1290,46,3,4,17,B
McDonald’s,"Bacon, Egg & Cheese McGriddles®",420,18,8,240,1110,48,2,15,15,B
McDonald’s,"Sausage, Egg & Cheese McGriddles®",560,32,12,265,1360,48,2,15,20,B
McDonald’s,Sausage McGriddles®,420,22,8,35,1030,44,2,15,11,B
McDonald’s,Sausage Burrito,300,16,7,115,830,26,1,2,12,B
McDonald’s,McSkillet™ Burrito with Sausage,610,36,14,410,1390,44,3,4,27,B
McDonald’s,Hotcakes,350,9,2,20,590,60,3,14,8,B
McDonald’s,Hotcakes and Sausage,520,24,7,50,930,61,3,14,15,B
McDonald’s,Hash Brown,150,9,2,0,310,15,2,0,1,BS
McDonald’s,"Bacon, Egg & Cheese Bagel",560,27,9,260,1300,56,3,7,24,B
McDonald’s,Fruit & Maple Oatmeal,290,5,2,10,160,57,5,32,5,B
McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,260,5,2,10,115,48,5,18,5,B
McDonald’s,Hamburger Happy Meal,475,16,6,40,690,62,2,20,22,LD
McDonald’s,4 Piece Chicken McNuggets Happy Meal,395,17,4,35,510,41,1,14,19,LD
McDonald’s,6 Piece Chicken McNuggets® Happy Meal,475,22,5,50,680,46,2,14,24,LD
