Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g,ItemType
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420,16,4,5,880,56,7,3,10,LD
Taco Bell,Cheesy Roll Up – Value Menu,180,9,5,20,430,15,2,0,9,LD
Taco Bell,Chicken Chipotle Melt – Value Menu,190,9,3,35,530,15,1,0,12,LD
Taco Bell,Loaded Nacho Taco – Value Menu,250,12,5,25,610,24,3,2,10,LD
Taco Bell,Bean Burrito,350,9,4,5,1000,54,11,3,13,LD
Taco Bell,Black Bean Chalupa,330,15,3,10,430,39,5,3,10,LD
Taco Bell,Black Bean Crunchwrap Supreme,510,17,5,5,1080,77,8,6,13,LD
Taco Bell,Black Bean Quesarito,630,29,10,35,1260,73,7,5,19,LD
Taco Bell,Black Beans & Rice,170,4,0,0,320,31,4,0,4,S
Taco Bell,Cheese Quesadilla,470,25,12,50,990,37,4,2,19,LD
Taco Bell,Cheesy Bean & Rice Burrito,420,16,4,5,880,56,7,3,10,LD
Taco Bell,Cheesy Roll Up,180,9,5,20,430,15,2,0,9,LD
Taco Bell,Chips and Nacho Cheese Sauce,220,13,2,5,250,24,2,2,2,S
Taco Bell,Hash Brown,160,12,1,0,270,13,2,0,1,BS
Taco Bell,Power Menu Bowl – Veggie,430,17,5,20,810,57,10,2,12,LD
Taco Bell,Power Menu Bowl – Chicken,470,19,6,70,1200,50,7,2,26,LD
Taco Bell,Power Menu Bowl – Steak,480,20,7,60,1150,51,7,2,25,LD
Taco Bell,Power Menu Bowl – Veggie (V),430,17,5,20,810,57,10,2,12,LD
Taco Bell,Breakfast Crunchwrap – Bacon,670,41,12,140,1270,50,4,3,21,B
Taco Bell,Breakfast Crunchwrap – Sausage,720,47,15,145,1210,51,4,3,21,B
Taco Bell,Breakfast Crunchwrap – Steak,660,38,12,145,1300,51,4,3,24,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,16,5,115,870,36,2,3,13,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,14,4,100,750,43,3,3,10,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,17,5,110,730,36,2,3,11,B
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,30,10,230,1290,49,4,3,24,B
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,31,10,230,1150,49,4,3,22,B
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,28,9,240,1310,50,4,3,27,B
Taco Bell,Hash Brown (V),160,12,1,0,270,13,2,0,1,BS
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,33,10,135,1270,49,4,2,21,B
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,34,10,130,1130,49,4,2,18,B
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,30,9,140,1290,50,4,2,24,B
