Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g,ItemType
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,15,5,30,690,38,2,3,17,LD
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,12,5,25,460,18,1,2,9,LD
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,17,6,35,640,28,2,1,13,LD
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,27,10,50,940,37,2,2,19,LD
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,7,3,15,310,17,1,2,6,LD
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,11,5,25,470,28,2,1,10,LD
Pizza Hut,Pan Pizza Slices Pepperoni Large,370,18,6,35,680,36,2,2,15,LD
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,9,4,20,370,17,1,2,8,LD
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,15,6,35,580,28,2,1,13,LD
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,24,9,50,850,37,3,2,19,LD
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,8,3,15,360,18,1,2,7,LD
Pizza Hut,Pan Pizza Slices Supreme Medium,270,13,5,25,500,29,2,2,11,LD
Pizza Hut,Pan Pizza Slices Supreme Large,390,20,7,40,740,37,2,2,16,LD
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,8,4,15,330,17,1,2,8,LD
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,13,5,25,470,27,2,1,12,LD
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,20,8,40,670,36,2,2,17,LD
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,5,2,10,290,18,1,2,6,LD
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,9,4,15,420,29,2,2,9,LD
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,15,5,25,620,38,3,3,14,LD
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,4,2,15,250,20,1,4,6,LD
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,7,3,20,390,31,2,6,10,LD
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,10,5,30,530,40,2,7,14,LD
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,7,4,15,410,26,2,1,9,LD
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,10,5,20,560,35,3,2,12,LD
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130,4,2,10,380,19,0,0,6,LD
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200,5,3,20,560,28,2,1,9,LD
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270,8,4,30,740,37,2,2,13,LD
Pizza Hut,Hand Tossed Slices Cheese Small,130,5,2,10,250,17,1,0,6,LD
Pizza Hut,Hand Tossed Slices Cheese Medium,210,8,4,20,390,26,2,1,10,LD
Pizza Hut,Hand Tossed Slices Cheese Large,290,10,5,30,540,34,3,2,13,LD
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,6,3,15,270,16,1,0,7,LD
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,9,4,25,410,25,2,1,11,LD
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,13,5,35,560,33,2,1,16,LD
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,4,2,10,270,17,1,1,7,LD
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,6,3,20,420,27,2,2,10,LD
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,9,4,30,580,36,3,3,15,LD
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,9,4,20,370,17,1,1,7,LD
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,15,6,30,590,26,2,1,12,LD
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,21,8,45,830,34,3,2,17,LD
Pizza Hut,Hand Tossed Slices Pepperoni Small,130,5,2,10,260,16,1,1,6,LD
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,9,4,20,420,25,2,1,9,LD
Pizza Hut,Hand Tossed Slices Pepperoni Large,300,13,6,30,590,34,3,2,13,LD
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,7,3,20,310,17,1,1,7,LD
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,13,6,35,530,26,2,1,12,LD
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,18,8,50,740,35,3,2,17,LD
Pizza Hut,Hand Tossed Slices Supreme Small,150,6,3,15,280,17,1,1,6,LD
Pizza Hut,Hand Tossed Slices Supreme Medium,240,10,4,25,450,26,2,2,10,LD
Pizza Hut,Hand Tossed Slices Supreme Large,320,14,6,35,630,35,3,2,14,LD
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,6,3,15,250,16,1,1,6,LD
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,10,5,25,390,25,2,1,11,LD
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,13,6,35,540,33,2,1,15,LD
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,4,2,10,230,17,1,1,5,LD
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,6,3,15,370,27,2,2,8,LD
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,9,4,20,510,36,3,3,11,LD
