Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g,ItemType
Sonic,Deluxe Ultimate Chicken Sandwich,740,39,8,90,1550,63,4,12,33,LD
Sonic,Buffalo Dunked Ultimate Chicken Sandwich,1000,61,12,125,4520,70,5,12,23,LD
Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,1350,100,17,190,2180,69,4,10,23,LD
Sonic,Small Jumbo Popcorn Chicken,380,22,4,45,1250,27,3,1,18,LD
Sonic,Large Jumbo Popcorn Chicken,560,32,6,65,1890,41,5,2,27,LD
Sonic,Small Spicy Jumbo Popcorn Chicken,350,17,3,45,860,30,2,0,21,LD
Sonic,Large Spicy Jumbo Popcorn Chicken,610,30,5,80,1500,51,3,0,36,LD
Sonic,3 Piece Super Crunch Chicken Strip Dinner,970,46,8,55,2160,109,7,9,30,LD
Sonic,4 Piece Super Crunch Chicken Strip Dinner,1080,51,9,75,2390,118,8,9,37,LD
Sonic,5 Piece Super Crunch Chicken Strip Dinner,1190,57,10,90,2610,126,8,9,44,LD
Sonic,3 Piece Super Crunch Chicken Strips,330,16,3,55,670,25,2,0,22,LD
Sonic,4 Piece Super Crunch Chicken Strips,440,21,4,70,900,34,2,1,29,LD
Sonic,5 Piece Super Crunch Chicken Strips,550,26,5,90,1120,42,3,1,36,LD
Sonic,Traditional Ultimate Chicken Sandwich,730,39,8,90,1540,62,3,11,32,LD
Sonic,Ultimate Chicken Club,100,64,15,100,2070,65,4,12,39,LD
Sonic,"All Beef All-american Style Dog – 6""",370,18,7,40,1180,40,1,15,12,LD
Sonic,"All Beef Chicago Dog – 6""",430,20,7,40,2310,49,1,17,14,LD
Sonic,"All Beef Chili Cheese Coney – 6""",410,26,11,65,1140,30,2,4,17,LD
Sonic,"All Beef New York Dog – 6""",340,19,7,40,1250,30,3,4,13,LD
Sonic,"All Beef Regular Hot Dog – 6""",320,18,7,40,870,27,1,3,11,LD
Sonic,Cheesy Bacon Pretzel Dog - 6 In.,500,26,10,50,1410,46,2,7,15,LD
Sonic,Corn Dog,210,11,4,20,530,23,2,4,6,LD
Sonic,Footlong Quarter Pound Coney,830,54,22,85,1940,54,3,9,30,LD
Sonic,The Original Pretzel Dog,320,18,7,35,910,27,1,2,11,LD
Subway,"6"" B.L.T.",320,9,4,20,680,43,5,6,15,LD
Subway,Footlong B.L.T.,640,18,8,40,1360,86,10,12,30,LD
Subway,"6"" BBQ Rib Sandwich",430,18,6,50,590,47,5,8,19,LD
Subway,Footlong BBQ Rib Sandwich,860,36,12,100,1180,94,10,16,38,LD
Subway,"6"" Big Hot Pastrami",580,31,11,85,1470,47,5,7,29,LD
Subway,"6"" Big Philly Cheesesteak",500,17,9,85,1310,51,6,8,38,LD
Subway,Kids Mini Sub Black Forest Ham,180,3,0.5,10,450,30,3,5,10,LD
Subway,"6"" Black Forest Ham",290,5,1,20,830,46,5,8,18,LD
Subway,"6"" Carved Turkey",330,5,1,45,890,45,5,7,25,LD
Subway,"6"" Chicken & Bacon Ranch Melt",570,28,10,95,1080,47,5,8,35,LD
Subway,"6"" Chicken Pizziola Melt",460,16,6,80,1140,49,6,9,32,LD
Subway,"6"" Cold Cut Combo",370,13,4,50,1140,46,5,7,18,LD
Subway,"6"" Italian B.M.T.",410,16,6,45,1300,46,5,8,20,LD
Subway,"6"" Italian Hero",550,29,10,75,1470,47,5,9,26,LD
Subway,"6"" Meatball Marinara",480,18,7,30,950,59,8,12,21,LD
Subway,"6"" Oven Roasted Chicken",320,5,2,25,640,47,5,8,23,LD
Subway,Footlong Oven Roasted Chicken,640,10,4,50,1280,44,10,16,46,LD
Subway,Kids Mini Sub Roast Beef,200,3,1,25,390,30,4,5,14,LD
Subway,"6"" Roast Beef",320,5,2,40,700,45,5,7,24,LD
Subway,Footlong Roast Beef,640,10,4,80,1400,90,10,14,48,LD
Subway,"6"" Rotisserie Style Chicken",350,6,1.5,50,540,44,5,7,29,LD
Subway,Footlong Rotisserie Style Chicken,700,12,3,100,1080,88,10,14,58,LD
Subway,"6"" Steak and Cheese",380,10,5,50,1060,48,5,8,26,LD
Subway,"6"" Subway Club",310,5,2,40,880,46,5,7,23,LD
Subway,"6"" Subway Melt (includes cheese)",370,11,5,45,1210,47,5,8,23,LD
Subway,Footlong Subway Melt (includes cheese),740,22,10,90,1420,94,10,16,46,LD
Subway,"6"" Subway Seafood Sensation",420,19,3,20,690,51,5,8,13,LD
Subway,Footlong Subway Seafood Sensation,840,38,6,40,1380,102,10,16,26,LD
Subway,"6"" Sweet Onion Chicken Teriyaki",380,5,1,50,900,59,5,18,26,LD
Subway,"6"" Tuna",470,24,4,30,620,44,5,6,20,LD
Subway,Footlong Tuna,940,48,8,60,1240,88,10,12,40,LD
Subway,"6"" Turkey & Bacon Avocado",390,13,3.5,30,860,49,8,7,22,LD
Subway,Kids Mini Sub Turkey Breast,180,2,0.5,10,380,30,3,5,10,LD
Subway,"6"" Turkey Breast",280,4,1,20,810,46,5,7,18,LD
Subway,"6"" Turkey Breast & Ham",280,4,1,20,820,46,5,8,18,LD
Subway,"6"" Turkey Italiano Melt (with Provolone)",490,24,9,50,1480,47,5,8,24,LD
Subway,Kids Mini Sub Veggie Delite,150,2,0,0,190,29,3,4,6,LD
Subway,"6"" Veggie Delite",230,3,1,0,310,44,5,6,8,LD
Subway,Footlong Veggie Delite,460,6,2,0,620,88,10,12,16,LD
Subway,"6"" Veggie Patty",390,7,1,10,800,56,8,8,23,LD
Subway,Autumn Carved Turkey Salad,300,9,3,60,1120,26,3,22,25,LD
Subway,B.L.T. Salad,150,8,4,20,420,10,4,5,10,LD
Subway,Big Hot Pastrami Melt Salad,400,29,11,85,1250,12,4,4,23,LD
Subway,Big Philly Cheesesteak Salad,330,16,8,85,1080,17,5,6,32,LD
Subway,Black Forest Ham Salad,110,3,1,20,590,11,4,6,12,LD
Subway,Buffalo Chicken Salad (with Ranch dressing),360,26,4,60,1100,13,4,6,20,LD
Subway,Carved Turkey & Bacon w/ Cheese Salad,280,12,4.5,65,1320,11,4,5,28,LD
Subway,Carved Turkey Salad,150,4,0,45,680,8,3,3,19,LD
Subway,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510,38,12,100,1040,14,4,7,30,LD
Subway,Cold Cut Combo Salad,180,11,4,45,820,12,4,5,12,LD
Subway,Double Chicken Salad,220,5,1.5,100,490,10,4,4,36,LD
Subway,Italian B.M.T.® Salad,230,15,6,45,1060,12,4,6,14,LD
Subway,Italian Hero Salad,230,15,5,45,1060,13,4,8,14,LD
Subway,Meatball Marinara Salad,310,17,7,30,720,25,6,10,16,LD
Subway,Oven Roasted Chicken Salad,140,3,0.5,50,280,10,4,4,19,LD
Subway,Roast Beef Salad,140,4,1,40,450,10,4,5,18,LD
Subway,Spicy Italian Salad,310,23,9,50,1280,11,4,6,15,LD
Subway,Steak & Cheese Salad,210,8,4,50,830,14,4,6,20,LD
Subway,Subway Club Salad,140,4,1,40,640,11,4,5,17,LD
Subway,Subway Melt® Salad,200,10,5,45,910,13,4,6,18,LD
Subway,Sweet Onion Chicken Teriyaki Salad,200,3,1,50,660,24,4,16,20,LD
Subway,Tuna Salad,310,24,4,40,370,10,4,4,15,LD
Subway,Turkey Breast & Ham Salad,110,3,1,25,580,11,4,5,12,LD
Subway,Turkey Breast Salad,110,2,1,20,570,11,4,5,12,LD
Subway,Veggie Delite Salad,50,1,0,0,65,9,4,4,3,LD
Subway,Cheese & Veggies Pizza,740,25,11,50,1270,100,5,9,36,LD
Subway,Cheese Pizza,680,22,9,40,1070,96,4,7,32,LD
Subway,Pepperoni Pizza,790,32,13,60,1350,96,4,8,38,LD
Subway,Sausage Pizza,820,34,14,70,1420,97,4,8,39,LD
